Ref_base,Ref_roll
MXG_81129102,STELLA_7312815419
MXG_81148890,STELLA_7312779327
MXG_81149554,STELLA_7312734707
MXG_81149561,STELLA_7312734541
MXG_81149562,STELLA_7312734577
MXG_81149563,STELLA_7312734612
MXG_81149566,STELLA_7312752398
MXG_81149573,STELLA_7312734259
MXG_81149577,STELLA_7312734411
MXG_81149580,STELLA_7312728937
MXG_81149581,STELLA_7312728932
MXG_81149966,STELLA_7312740150
MXG_81150094,STELLA_7312764880
MXG_81150198,STELLA_7312812650
MXG_81151740,STELLA_7312755733
MXG_81172356,STELLA_7312818021
MXG_81175500,STELLA_7312752223
MXG_81175508,STELLA_7312752332
MXG_81175511,STELLA_7312833711
MXG_81175517,STELLA_7312752440
MXG_81175521,STELLA_7312752365
MXG_81175525,STELLA_7312752669
MXG_81175528,STELLA_7312752582
MXG_81175531,STELLA_7312752545
MXG_81175533,STELLA_7312752809
MXG_81175534,STELLA_7312752800
MXG_81175535,STELLA_7312752844
MXG_81175538,STELLA_7312752820
MXG_81175539,STELLA_7312752891
MXG_81175540,STELLA_7312752779
MXG_81175542,STELLA_7312752751
MXG_81177420,STELLA_7312776605
MXG_81246105,STELLA_7312785208
MXG_81246988,STELLA_7312788695
MXG_81248461,STELLA_7312809847
MXG_81251894,STELLA_7312779644
MXG_81251899,STELLA_7312782183
MXG_81254406,STELLA_7312755879
MXG_81255395,STELLA_7312770264
MXG_81276038,STELLA_7312815585
MXG_81345704,STELLA_7312758460
MXG_81366194,STELLA_7312734846
MXG_81366196,STELLA_7312734600
MXG_81366198,STELLA_7312734578
MXG_81366226,STELLA_7312761160
MXG_81372410,STELLA_7312770193
MXG_81374327,STELLA_7312782441
MXG_81374743,STELLA_7312788862
MXG_81375300,STELLA_7312809272
MXG_81394082,STELLA_7312809603
MXG_81403735,STELLA_7312728077
MXG_81403854,STELLA_7312776606
MXG_81425881,STELLA_7312734758
MXG_81451976,STELLA_7312773070
MXG_81452050,STELLA_7312782590
MXG_81453827,STELLA_7312755291
MXG_81472444,STELLA_7312773068
MXG_81493274,STELLA_7312794414
MXG_81495278,STELLA_7312770372
MXG_81505230,STELLA_7312728614
MXG_81505477,STELLA_7312773518
MXG_81505643,STELLA_7312749745
MXG_81505749,STELLA_7312812947
MXG_81523100,STELLA_7312809772
MXG_81523416,STELLA_7312743875
MXG_81525557,STELLA_7312770833
MXG_81528459,STELLA_7312794482
MXG_81528845,STELLA_7312923710
MXG_81550023,STELLA_7312773517
MXG_81568275,STELLA_7312770545
MXG_81574777,STELLA_7312803587
MXG_81591296,STELLA_7312815119
MXG_81597204,STELLA_7312761091
MXG_81626447,STELLA_7312740902
MXG_81647496,STELLA_7312761503
MXG_81647497,STELLA_7312761475
MXG_81647499,STELLA_7312761567
MXG_81647500,STELLA_7312779494
MXG_81647501,STELLA_7312779520
MXG_81647502,STELLA_7312779462
MXG_81657182,STELLA_7312743877
MXG_81657185,STELLA_7312749041
MXG_81668583,STELLA_7312818451
MXG_81668718,STELLA_7312755553
MXG_81669059,STELLA_7312809551
MXG_81669221,STELLA_7312758532
MXG_81669418,STELLA_7312806533
MXG_81669439,STELLA_7312809119
MXG_81669470,STELLA_7312806203
MXG_81669482,STELLA_7312812065
MXG_81669552,STELLA_7312740680
MXG_81669613,STELLA_7312752880
MXG_81669618,STELLA_7312752796
MXG_81669632,STELLA_7312755267
MXG_81669640,STELLA_7312758821
MXG_81669644,STELLA_7312758816
MXG_81669658,STELLA_7312758990
MXG_81669665,STELLA_7312761125
MXG_81669677,STELLA_7312761309
MXG_81669679,STELLA_7312761544
MXG_81669682,STELLA_7312758392
MXG_81669712,STELLA_7312776761
MXG_81669718,STELLA_7312776665
MXG_81669743,STELLA_7312773502
MXG_81669746,STELLA_7312773457
MXG_81669762,STELLA_7312779683
MXG_81669765,STELLA_7312779704
MXG_81669770,STELLA_7312779843
MXG_81669786,STELLA_7312779936
MXG_81669787,STELLA_7312779930
MXG_81669791,STELLA_7312782558
MXG_81669797,STELLA_7312782079
MXG_81669819,STELLA_7312803543
MXG_81669838,STELLA_7312803686
MXG_81669877,STELLA_7312803004
MXG_81669927,STELLA_7312734860
MXG_81669931,STELLA_7312734865
MXG_81669932,STELLA_7312734742
MXG_81669934,STELLA_7312737226
MXG_81669950,STELLA_7312737231
MXG_81669953,STELLA_7312737222
MXG_81669954,STELLA_7312737488
MXG_81669955,STELLA_7312737178
MXG_81669956,STELLA_7312737253
MXG_81669959,STELLA_7312737140
MXG_81669961,STELLA_7312728337
MXG_81669962,STELLA_7312728469
MXG_81669963,STELLA_7312728382
MXG_81669964,STELLA_7312728429
MXG_81669967,STELLA_7312728385
MXG_81669970,STELLA_7312728808
MXG_81669978,STELLA_7312728487
MXG_81669981,STELLA_7312734451
MXG_81671481,STELLA_7312740737
MXG_81681181,STELLA_7312809815
MXG_81681228,STELLA_7312755913
MXG_81681262,STELLA_7312743961
MXG_81681399,STELLA_7312794238
MXG_81681408,STELLA_7312779467
MXG_81681445,STELLA_7312779003
MXG_81681527,STELLA_7312806317
MXG_81681533,STELLA_7312809183
MXG_81681563,STELLA_7312806202
MXG_81681594,STELLA_7312806151
MXG_81681720,STELLA_7312752549
MXG_81681750,STELLA_7312755271
MXG_81681879,STELLA_7312779934
MXG_81681920,STELLA_7312803107
MXG_81681922,STELLA_7312803005
MXG_81681926,STELLA_7312803132
MXG_81682053,STELLA_7312818252
MXG_81682075,STELLA_7312818102
MXG_81682198,STELLA_7312752541
MXG_81682215,STELLA_7312761768
MXG_81682505,STELLA_7312740426
MXG_81682533,STELLA_7312737529
MXG_81682592,STELLA_7312743997
MXG_81682606,STELLA_7312785556
MXG_81682629,STELLA_7312761161
MXG_81682632,STELLA_7312761536
MXG_81698775,STELLA_7312818324
MXG_81698905,STELLA_7312743452
MXG_81698917,STELLA_7312743264
MXG_81698930,STELLA_7312743959
MXG_81698931,STELLA_7312743799
MXG_81712565,STELLA_7312770810
MXG_81713277,STELLA_7312812139
MXG_81715912,STELLA_7312734308
MXG_81717586,STELLA_7312806777
MXG_81722905,STELLA_7312779969
MXG_81723839,STELLA_7312812764
MXG_81723878,STELLA_7312815078
MXG_81723910,STELLA_7312743067
MXG_81723911,STELLA_7312743115
MXG_81724025,STELLA_7312737531
MXG_81724028,STELLA_7312737472
MXG_81724059,STELLA_7312737849
MXG_81727880,STELLA_7312803610
MXG_81728558,STELLA_7312758948
MXG_81728712,STELLA_7312803453
MXG_81728739,STELLA_7312803665
MXG_81728741,STELLA_7312806038
MXG_81736638,STELLA_7312794012
MXG_81736645,STELLA_7312771000
MXG_81749391,STELLA_7312761599
MXG_81749396,STELLA_7312761474
MXG_81749485,STELLA_7312758817
MXG_81758873,STELLA_7312788732
MXG_81759096,STELLA_7312764218
MXG_81759099,STELLA_7312818511
MXG_81763370,STELLA_7312785257
MXG_81763714,STELLA_7312755931
MXG_81763721,STELLA_7312755753
MXG_81786150,STELLA_7312812179
MXG_81786212,STELLA_7312743135
MXG_81830279,STELLA_7312782543
MXG_81830530,STELLA_7312770099
MXG_81875362,STELLA_7312758350
MXG_81877800,STELLA_7312773173
MXG_81877877,STELLA_7312776674
MXG_81877898,STELLA_7312779331
MXG_81877906,STELLA_7312788915
MXG_81877907,STELLA_7312788879
MXG_81877909,STELLA_7312794199
MXG_81880381,STELLA_7312764950
MXG_81880887,STELLA_7312740756
MXG_81881607,STELLA_7312785816
MXG_81904417,STELLA_7312737821
MXG_81904736,STELLA_7312785478
MXG_81905402,STELLA_7312803843
MXG_81905608,STELLA_7312785246
MXG_81906099,STELLA_7312788734
MXG_81906131,STELLA_7312755852
MXG_81906142,STELLA_7312770184
MXG_81924927,STELLA_7312749595
MXG_81941354,STELLA_7312755034
MXG_81942535,STELLA_7312776650
MXG_81942575,STELLA_7312773667
MXG_81942792,STELLA_7312728468
MXG_81943080,STELLA_7312782474
MXG_81943092,STELLA_7312782626
MXG_81946375,STELLA_7312743338
MXG_81946437,STELLA_7312812326
MXG_81963842,STELLA_7312779560
MXG_81963883,STELLA_7312779272
MXG_81966993,STELLA_7312773330
MXG_81968224,STELLA_7312812554
MXG_81968963,STELLA_7312752045
MXG_81969079,STELLA_7312806321
MXG_81969368,STELLA_7312761747
MXG_81969373,STELLA_7312740151
MXG_81969456,STELLA_7312740954
MXG_81969471,STELLA_7312743182
MXG_81969793,STELLA_7312764263
MXG_81969803,STELLA_7312755250
MXG_81969805,STELLA_7312728915
MXG_81969813,STELLA_7312752013
MXG_81969818,STELLA_7312752119
MXG_81969819,STELLA_7312749983
MXG_81970027,STELLA_7312809031
MXG_81970044,STELLA_7312803903
MXG_81972355,STELLA_7312779110
MXG_81972392,STELLA_7312773914
MXG_81972394,STELLA_7312773643
MXG_81983889,STELLA_7312809882
MXG_81984092,STELLA_7312770856
MXG_81986403,STELLA_7312803960
MXG_81986410,STELLA_7312803898
MXG_82009106,STELLA_7312764071
MXG_82009110,STELLA_7312761861
MXG_82033882,STELLA_7312776302
MXG_82033902,STELLA_7312806509
MXG_82038289,STELLA_7312773453
MXG_82038298,STELLA_7312773551
MXG_82038531,STELLA_7312764174
MXG_82043004,STELLA_7312770303
MXG_82043028,STELLA_7312770582
MXG_82045652,STELLA_7312764755
MXG_82068647,STELLA_7312749683
MXG_82083940,STELLA_7312770866
MXG_82083995,STELLA_7312761479
MXG_82084431,STELLA_7312758723
MXG_82088460,STELLA_7312755461
MXG_82089189,STELLA_7312740757
MXG_82089197,STELLA_7312743075
MXG_82091823,STELLA_7312794442
MXG_82092012,STELLA_7312764365
MXG_82104802,STELLA_7312761490
MXG_82104803,STELLA_7312761252
MXG_82104805,STELLA_7312761270
MXG_82104806,STELLA_7312761289
MXG_82111286,STELLA_7312743552
MXG_82111918,STELLA_7312818295
MXG_82133427,STELLA_7312734248
MXG_82133442,STELLA_7312728559
MXG_82135062,STELLA_7312782667
MXG_82135168,STELLA_7312761426
MXG_82154002,STELLA_7312794158
MXG_82154652,STELLA_7312788022
MXG_82175492,STELLA_7312776024
MXG_82181855,STELLA_7312761246
MXG_82182284,STELLA_7312782422
MXG_82182306,STELLA_7312755996
MXG_82182333,STELLA_7312764909
MXG_82182767,STELLA_7312755669
MXG_82194286,STELLA_7312782721
MXG_82200346,STELLA_7312734173
MXG_82201545,STELLA_7312755038
MXG_82201570,STELLA_7312752837
MXG_82202702,STELLA_7312788806
MXG_82204837,STELLA_7312794331
MXG_82206329,STELLA_7312761935
MXG_82206427,STELLA_7312758947
MXG_82206468,STELLA_7312740929
MXG_82206736,STELLA_7312776943
MXG_82207116,STELLA_7312785293
MXG_82207129,STELLA_7312788195
MXG_82207148,STELLA_7312785814
MXG_82207489,STELLA_7312815282
MXG_82207810,STELLA_7312737931
MXG_82234359,STELLA_7312773421
MXG_82234772,STELLA_7312788917
MXG_82238774,STELLA_7312779301
MXG_82238787,STELLA_7312779410
MXG_82238789,STELLA_7312779157
MXG_82255862,STELLA_7312740873
MXG_82255879,STELLA_7312743140
MXG_82255885,STELLA_7312818507
MXG_82255893,STELLA_7312764040
MXG_82255915,STELLA_7312737770
MXG_82255920,STELLA_7312737854
MXG_82255936,STELLA_7312809959
MXG_82255942,STELLA_7312812257
MXG_82255947,STELLA_7312812236
MXG_82255951,STELLA_7312812351
MXG_82255953,STELLA_7312812478
MXG_82265603,STELLA_7312758991
MXG_82268012,STELLA_7312794121
MXG_82270826,STELLA_7312788872
MXG_82270912,STELLA_7312761566
MXG_82270925,STELLA_7312839710
MXG_82270943,STELLA_7312770804
MXG_82276325,STELLA_7312743233
MXG_82276629,STELLA_7312764102
MXG_82290606,STELLA_7312743009
MXG_82299625,STELLA_7312785494
MXG_82299724,STELLA_7312779090
MXG_82303786,STELLA_7312803157
MXG_82303806,STELLA_7312779737
MXG_82303808,STELLA_7312818070
MXG_82305762,STELLA_7312752571
MXG_82328364,STELLA_7312776995
MXG_82354130,STELLA_7312761699
MXG_82354132,STELLA_7312761738
MXG_82354133,STELLA_7312764375
MXG_82354136,STELLA_7312761802
MXG_82354137,STELLA_7312761739
MXG_82354138,STELLA_7312761727
MXG_82354139,STELLA_7312761413
MXG_82354140,STELLA_7312761464
MXG_82354154,STELLA_7312761594
MXG_82373421,STELLA_7312788981
MXG_82420615,STELLA_7312776136
MXG_82467919,STELLA_7312749577
MXG_82468165,STELLA_7312782668
MXG_82468214,STELLA_7312779156
MXG_82469331,STELLA_7312740215
MXG_82473559,STELLA_7312731317
MXG_82473560,STELLA_7312731318
MXG_82495844,STELLA_7312779622
MXG_82495851,STELLA_7312779687
MXG_82495852,STELLA_7312782103
MXG_82495854,STELLA_7312782517
MXG_82495860,STELLA_7312782047
MXG_82499181,STELLA_7312731099
MXG_82499182,STELLA_7312731100
MXG_82501024,STELLA_7312731152
MXG_82501025,STELLA_7312731153
MXG_82501026,STELLA_7312731154
MXG_82501180,STELLA_7312761445
MXG_82501796,STELLA_7312731287
MXG_82501797,STELLA_7312731288
MXG_82531448,STELLA_7312758486
MXG_82533230,STELLA_7312752941
MXG_82550925,STELLA_7312728595
MXG_82558489,STELLA_7312770418
MXG_82559750,STELLA_7312770701
MXG_82561381,STELLA_7312782712
MXG_82562525,STELLA_7312764197
MXG_82562526,STELLA_7312764050
MXG_82576860,STELLA_7312782363
MXG_82576896,STELLA_7312782177
MXG_82576925,STELLA_7312812613
MXG_82576929,STELLA_7312818462
MXG_82577202,STELLA_7312758189
MXG_82577206,STELLA_7312758418
MXG_82577207,STELLA_7312758469
MXG_82577244,STELLA_7312755577
MXG_82577261,STELLA_7312755436
MXG_82577262,STELLA_7312755606
MXG_82577270,STELLA_7312752673
MXG_82577279,STELLA_7312752707
MXG_82577283,STELLA_7312779114
MXG_82577285,STELLA_7312833979
MXG_82577288,STELLA_7312752813
MXG_82577289,STELLA_7312755062
MXG_82577303,STELLA_7312779426
MXG_82577305,STELLA_7312779479
MXG_82577312,STELLA_7312776945
MXG_82577316,STELLA_7312779045
MXG_82579066,STELLA_7312818312
MXG_82584753,STELLA_7312770194
MXG_82614251,STELLA_7312749368
MXG_82614889,STELLA_7312779875
MXG_82614900,STELLA_7312785041
MXG_82614914,STELLA_7312818278
MXG_82641399,STELLA_7312764209
MXG_82645104,STELLA_7312779874
MXG_82707738,STELLA_7312728281
MXG_82711783,STELLA_7312743276
MXG_82716400,STELLA_7312773806
MXG_82716406,STELLA_7312731063
MXG_82716407,STELLA_7312731064
MXG_82740895,STELLA_7312806693
MXG_82746118,STELLA_7312812186
MXG_82746293,STELLA_7312779192
MXG_82746298,STELLA_7312779514
MXG_82775416,STELLA_7312728550
MXG_82795882,STELLA_7312743413
MXG_82795898,STELLA_7312737699
MXG_82798253,STELLA_7312788440
MXG_82863900,STELLA_7312785376
MXG_82863949,STELLA_7312785209
MXG_82863955,STELLA_7312785155
MXG_82863957,STELLA_7312863846
MXG_82863962,STELLA_7312782174
MXG_82863977,STELLA_7312782456
MXG_82863993,STELLA_7312788869
MXG_82864001,STELLA_7312794958
MXG_82864003,STELLA_7312794796
MXG_82864020,STELLA_7312794356
MXG_82864023,STELLA_7312794396
MXG_82865393,STELLA_7312806558
MXG_82865910,STELLA_7312740950
MXG_82865914,STELLA_7312752399
MXG_82865916,STELLA_7312752331
MXG_82866016,STELLA_7312758352
MXG_82867622,STELLA_7312728725
MXG_82893950,STELLA_7312728454
MXG_82898029,STELLA_7312761304
MXG_82898033,STELLA_7312752563
MXG_82898038,STELLA_7312752824
MXG_82898041,STELLA_7312752836
MXG_82898042,STELLA_7312752835
MXG_82918207,STELLA_7312785219
MXG_82918209,STELLA_7312866003
MXG_82918212,STELLA_7312785236
MXG_82918213,STELLA_7312785177
MXG_82918215,STELLA_7312785291
MXG_82918216,STELLA_7312785284
MXG_82918219,STELLA_7312785470
MXG_82918223,STELLA_7312788056
MXG_82918224,STELLA_7312788064
MXG_82918225,STELLA_7312788424
MXG_82918226,STELLA_7312788302
MXG_82918240,STELLA_7312785617
MXG_82918245,STELLA_7312785807
MXG_82921991,STELLA_7312812996
MXG_82921993,STELLA_7312812998
MXG_82921994,STELLA_7312813000
MXG_82921995,STELLA_7312815058
MXG_82921996,STELLA_7312815069
MXG_82921999,STELLA_7312815100
MXG_82922005,STELLA_7312803490
MXG_82922383,STELLA_7312773715
MXG_82936979,STELLA_7312773822
MXG_82936984,STELLA_7312773400
MXG_82936987,STELLA_7312773399
MXG_82936990,STELLA_7312773148
MXG_82936994,STELLA_7312773227
MXG_82936995,STELLA_7312773245
MXG_82936996,STELLA_7312773442
MXG_82938144,STELLA_7312836883
MXG_82938149,STELLA_7312764450
MXG_82938724,STELLA_7312776025
MXG_82938727,STELLA_7312776247
MXG_82938729,STELLA_7312776265
MXG_82938731,STELLA_7312773856
MXG_82938732,STELLA_7312773807
MXG_82938907,STELLA_7312734324
MXG_82954193,STELLA_7312728410
MXG_82954213,STELLA_7312773334
MXG_82954217,STELLA_7312770936
MXG_82954219,STELLA_7312770996
MXG_82954243,STELLA_7312839419
MXG_82954682,STELLA_7312731280
MXG_82954683,STELLA_7312731281
MXG_82954684,STELLA_7312731282
MXG_82956067,STELLA_7312761110
MXG_82956074,STELLA_7312761203
MXG_82956081,STELLA_7312758073
MXG_82956084,STELLA_7312758163
MXG_82956103,STELLA_7312776450
MXG_82956106,STELLA_7312776389
MXG_82956128,STELLA_7312773184
MXG_82960110,STELLA_7312782704
MXG_82960113,STELLA_7312758240
MXG_82960117,STELLA_7312758191
MXG_82960122,STELLA_7312758525
MXG_82960133,STELLA_7312785292
MXG_82960135,STELLA_7312785227
MXG_82960138,STELLA_7312758623
MXG_82961118,STELLA_7312809954
MXG_82970288,STELLA_7312737606
MXG_82970292,STELLA_7312740083
MXG_82970293,STELLA_7312737982
MXG_82978287,STELLA_7312731314
MXG_82978288,STELLA_7312731315
MXG_82978289,STELLA_7312731316
MXG_83009326,STELLA_7312734601
MXG_83009331,STELLA_7312735008
MXG_83009934,STELLA_7312782875
MXG_83009941,STELLA_7312782269
MXG_83009946,STELLA_7312779935
MXG_83009952,STELLA_7312782219
MXG_83009953,STELLA_7312782134
MXG_83009957,STELLA_7312782168
MXG_83009958,STELLA_7312782074
MXG_83009960,STELLA_7312779667
MXG_83009961,STELLA_7312779515
MXG_83009963,STELLA_7312779899
MXG_83028878,STELLA_7312749005
MXG_83028950,STELLA_7312812997
MXG_83028973,STELLA_7312812541
MXG_83029069,STELLA_7312794966
MXG_83032666,STELLA_7312806146
MXG_83032961,STELLA_7312740135
MXG_83033562,STELLA_7312803136
MXG_83034401,STELLA_7312794978
MXG_83034606,STELLA_7312755805
MXG_83035623,STELLA_7312755039
MXG_83035641,STELLA_7312728531
MXG_83035642,STELLA_7312728657
MXG_83050171,STELLA_7312761924
MXG_83050173,STELLA_7312761938
MXG_83058997,STELLA_7312770903
MXG_83059246,STELLA_7312737703
MXG_83059561,STELLA_7312803567
MXG_83059783,STELLA_7312755510
MXG_83061759,STELLA_7312776552
MXG_83061760,STELLA_7312776802
MXG_83061761,STELLA_7312776762
MXG_83061763,STELLA_7312776717
MXG_83061765,STELLA_7312776968
MXG_83061767,STELLA_7312776833
MXG_83078852,STELLA_7312743390
MXG_83078854,STELLA_7312818515
MXG_83099724,STELLA_7312740053
MXG_83099845,STELLA_7312758926
MXG_83099853,STELLA_7312761652
MXG_83105599,STELLA_7312815629
MXG_83107787,STELLA_7312815418
MXG_83107929,STELLA_7312755755
MXG_83107945,STELLA_7312755273
MXG_83107962,STELLA_7312770183
MXG_83108362,STELLA_7312836339
MXG_83130770,STELLA_7312764612
MXG_83131472,STELLA_7312809922
MXG_83131488,STELLA_7312740082
MXG_83133336,STELLA_7312758963
MXG_83134137,STELLA_7312734563
MXG_83145775,STELLA_7312758905
MXG_83145814,STELLA_7312764385
MXG_83145815,STELLA_7312764059
MXG_83145849,STELLA_7312761706
MXG_83145863,STELLA_7312761645
MXG_83145872,STELLA_7312761908
MXG_83145873,STELLA_7312761675
MXG_83145877,STELLA_7312761723
MXG_83145880,STELLA_7312761655
MXG_83145888,STELLA_7312779844
MXG_83145915,STELLA_7312788226
MXG_83146795,STELLA_7312779047
MXG_83146796,STELLA_7312776851
MXG_83146797,STELLA_7312776850
MXG_83146798,STELLA_7312776972
MXG_83146799,STELLA_7312779418
MXG_83146800,STELLA_7312785484
MXG_83146801,STELLA_7312785578
MXG_83146802,STELLA_7312785432
MXG_83146887,STELLA_7312806846
MXG_83146888,STELLA_7312806824
MXG_83146889,STELLA_7312806860
MXG_83146890,STELLA_7312806792
MXG_83146891,STELLA_7312806845
MXG_83146892,STELLA_7312806773
MXG_83146893,STELLA_7312809154
MXG_83146902,STELLA_7312812206
MXG_83146904,STELLA_7312812111
MXG_83146956,STELLA_7312809831
MXG_83146957,STELLA_7312809873
MXG_83146958,STELLA_7312809826
MXG_83146959,STELLA_7312809899
MXG_83146960,STELLA_7312809790
MXG_83146961,STELLA_7312809842
MXG_83146962,STELLA_7312809789
MXG_83146966,STELLA_7312809642
MXG_83146976,STELLA_7312740176
MXG_83147063,STELLA_7312752339
MXG_83147066,STELLA_7312752209
MXG_83149818,STELLA_7312776887
MXG_83150275,STELLA_7312743687
MXG_83151244,STELLA_7312764072
MXG_83152174,STELLA_7312761589
MXG_83152389,STELLA_7312809338
MXG_83155198,STELLA_7312755389
MXG_83174645,STELLA_7312752567
MXG_83222652,STELLA_7312818116
MXG_83222662,STELLA_7312818107
MXG_83222670,STELLA_7312815673
MXG_83222689,STELLA_7312809641
MXG_83222706,STELLA_7312803342
MXG_83222721,STELLA_7312749507
MXG_83222728,STELLA_7312749429
MXG_83223725,STELLA_7312764834
MXG_83242023,STELLA_7312770816
MXG_83245163,STELLA_7312758554
MXG_83245294,STELLA_7312779315
MXG_83245332,STELLA_7312809736
MXG_83248647,STELLA_7312764152
MXG_83263506,STELLA_7312779186
MXG_83267151,STELLA_7312809582
MXG_83298511,STELLA_7312755330
MXG_83321459,STELLA_7312806477
MXG_83342648,STELLA_7312737853
MXG_83346354,STELLA_7312815229
MXG_83346515,STELLA_7312755623
MXG_83346539,STELLA_7312755734
MXG_83347166,STELLA_7312743275
MXG_83347176,STELLA_7312743372
MXG_83347177,STELLA_7312743355
MXG_83347486,STELLA_7312770811
MXG_83347488,STELLA_7312770826
MXG_83359512,STELLA_7312749454
MXG_83360697,STELLA_7312809624
MXG_83360716,STELLA_7312776858
MXG_83360724,STELLA_7312776401
MXG_83360738,STELLA_7312788249
MXG_83360866,STELLA_7312764562
MXG_83362040,STELLA_7312779898
MXG_83362078,STELLA_7312779851
MXG_83388633,STELLA_7312779289
MXG_83390267,STELLA_7312764991
MXG_83391856,STELLA_7312779468
